호선,지하철역,04시-05시 승차인원,04시-05시 하차인원,05시-06시 승차인원,05시-06시 하차인원,06시-07시 승차인원,06시-07시 하차인원,07시-08시 승차인원,07시-08시 하차인원,08시-09시 승차인원,08시-09시 하차인원,09시-10시 승차인원,09시-10시 하차인원,10시-11시 승차인원,10시-11시 하차인원,11시-12시 승차인원,11시-12시 하차인원,12시-13시 승차인원,12시-13시 하차인원,13시-14시 승차인원,13시-14시 하차인원,14시-15시 승차인원,14시-15시 하차인원,15시-16시 승차인원,15시-16시 하차인원,16시-17시 승차인원,16시-17시 하차인원,17시-18시 승차인원,17시-18시 하차인원,18시-19시 승차인원,18시-19시 하차인원,19시-20시 승차인원,19시-20시 하차인원,20시-21시 승차인원,20시-21시 하차인원,21시-22시 승차인원,21시-22시 하차인원,22시-23시 승차인원,22시-23시 하차인원,23시-24시 승차인원,23시-24시 하차인원,00시-01시 승차인원,00시-01시 하차인원,01시-02시 승차인원,01시-02시 하차인원,02시-03시 승차인원,02시-03시 하차인원,03시-04시 승차인원,03시-04시 하차인원,작업일자
1호선,동대문,688,23,11493,2221,9618,6755,14951,12017,20657,20541,19909,23460,18030,26158,20354,29870,24289,29765,27555,26616,29087,25787,29949,24223,30775,23087,28476,22320,25680,22333,17817,21418,15062,14927,13799,13295,10430,12184,4866,9061,555,2415,1,221,0,0,0,0,20231103
1호선,동묘앞,208,1,3065,1120,3652,4528,7542,9281,12370,21560,11293,18828,13116,25633,18559,34461,25794,38760,34226,41942,37671,37070,40619,31786,41794,23019,37529,15903,24843,11845,10039,8575,5844,6512,4793,6467,3530,7088,1141,4288,85,1680,1,318,0,0,0,0,20231103
1호선,서울역,700,16,8826,9093,13369,60044,42194,111515,75501,226340,70759,157304,67566,85381,86329,78226,96010,87096,94744,86624,74651,76134,107152,84745,118889,86405,174479,95584,220828,95463,123025,66792,89108,48809,87580,44886,59608,29468,29305,14003,2333,2475,2,184,0,0,0,0,20231103
1호선,시청,60,1,2408,5020,4325,26689,8093,70011,11102,186809,14674,91258,17236,53117,22743,51680,25560,47710,31914,47308,41924,39671,55857,36221,68607,34333,98579,33203,158616,29295,69239,14841,62691,9941,53963,8943,32319,6830,10655,4416,323,855,0,12,0,0,0,0,20231103
1호선,신설동,388,18,9245,2315,9988,8178,21304,22493,31140,52860,22327,32651,19391,22218,21086,19811,23210,19784,25190,20747,23971,19239,25749,20947,30380,22984,39743,24958,49687,30045,20869,22603,13794,15561,12004,15576,8113,13190,3693,9543,289,2263,0,0,0,0,0,0,20231103
1호선,제기동,448,7,5314,2366,8806,9208,21955,20451,31517,35543,24463,33576,26711,39734,33942,45607,40460,48269,42746,51159,46264,47210,50348,40099,49163,34649,44044,29134,37332,27247,20420,18290,13198,11999,8806,11327,5390,9756,2210,6382,111,1229,0,0,0,0,0,0,20231103
1호선,종각,130,1,4233,5124,4511,27548,7054,102225,11198,254360,13858,147831,19303,66009,27989,64107,33993,55341,43238,54783,54667,45479,68869,40409,83437,41752,151197,45387,214230,46895,97468,23747,83237,12418,83171,9386,59103,6636,25846,4469,773,728,0,1,0,0,0,0,20231103
1호선,종로3가,194,3,4315,2918,4333,12912,6246,25968,10669,66949,14904,64501,22725,58663,32185,70364,43916,71423,51135,66401,61616,58626,72867,49596,81193,45783,90527,43392,101823,42314,62891,22416,51317,12692,51704,10795,40298,8197,17819,5315,1243,2017,2,17,0,0,0,0,20231103
1호선,종로5가,76,3,2202,3983,3570,16568,6453,42052,10524,95289,15792,66554,25563,64932,39076,69814,50146,66586,57985,61462,65390,56988,70718,48714,74536,43694,92751,39199,101632,34386,53019,19660,37122,10975,32237,8013,20377,6134,6011,3403,274,1030,0,3,0,0,0,0,20231103
1호선,청량리(서울시립대입구),1242,43,11695,3199,17160,15007,44530,19266,54392,37368,36835,36558,33752,39844,37826,45393,43142,48132,45961,50952,47743,49353,53809,48436,58114,46199,53088,46985,44481,52759,24940,35439,19957,22799,15260,20961,9399,17228,3792,11137,182,3587,1,1,0,0,0,0,20231103
2호선,강남,146,6,8517,10191,17922,52617,38064,140707,60870,280081,52457,290545,52874,146236,67601,101861,84409,99609,97907,111190,108519,102234,132494,96454,159644,105569,235344,131422,298545,167464,198756,102899,156038,57873,171740,46808,151218,37996,69427,22842,11249,5941,12,223,0,0,0,0,20231103
2호선,강변(동서울터미널),25,5,9106,2338,27634,25868,75208,27431,112407,43739,83962,37085,66726,37294,58851,36289,57531,40892,54067,44721,47859,49746,50083,59080,52916,65768,58015,81043,60754,108425,46913,76514,39679,53542,33172,45316,21736,40483,8799,21962,794,4860,2,169,0,0,0,0,20231103
2호선,건대입구,368,7,16292,1948,22236,15534,53085,24512,91708,60057,63296,50919,41487,44175,40552,48211,46552,55312,51758,62236,54038,59830,58496,66142,66594,79713,77171,105863,89031,151751,68031,103415,70950,67370,74772,61963,72390,55095,43605,33917,6570,10389,4,743,0,0,0,0,20231103
2호선,교대(법원.검찰청),19,0,2512,6523,11087,26002,24610,56364,35354,146702,28418,132781,27488,65656,31611,56817,34163,51809,40188,55770,49064,50291,51361,46882,56249,49259,93942,62342,125025,69009,60529,41607,51135,26212,51478,22863,39564,21314,15280,11823,2984,2941,1,39,0,0,0,0,20231103
2호선,구로디지털단지,465,23,39446,5363,52903,19549,137534,77729,179261,205675,114579,134302,73411,60010,65500,45395,70115,49299,69972,60299,63755,59192,68174,68050,81328,83322,130182,110770,193444,160915,98153,132764,62665,89109,50940,87537,39422,81120,18475,48623,3076,12987,11,474,0,0,0,0,20231103
2호선,구의(광진구청),58,2,13629,1556,26470,21710,66817,16713,110907,38741,72540,23647,39447,20848,33744,21098,34577,23275,33641,26849,30327,29152,30969,37204,40135,43458,40842,58803,44678,94071,24224,66902,18950,45707,16813,43583,15419,39653,8131,24008,1193,6427,2,278,0,0,0,0,20231103
2호선,낙성대,32,0,11689,2251,27067,10663,81243,20552,122473,41271,79044,35661,46044,31148,39672,27272,43054,29271,43208,31443,38366,33165,40286,38561,42564,45926,47117,63362,51247,97589,29607,85942,23791,57314,21639,52767,16764,52203,8703,32662,1302,8195,3,215,0,0,0,0,20231103
2호선,당산,31,5,7015,3240,16588,12770,43392,27259,54683,72770,35997,34497,26220,19073,24700,17482,25761,20903,24922,23343,22820,24201,24285,28368,29149,35749,41951,50545,56514,73734,26583,50334,22658,34354,21253,33005,17778,28656,8581,19217,1213,4806,4,229,0,0,0,0,20231103
2호선,대림(구로구청),693,37,34649,3434,28894,10331,65284,21631,91445,50972,62532,36325,41973,34447,36415,36289,37814,35265,37402,35859,34900,35267,37305,43525,40122,53399,44960,62484,51970,68730,26982,52495,19969,41328,15170,49144,10906,43380,5343,21942,719,5445,2,297,0,0,0,0,20231103
2호선,도림천,3,0,429,349,1101,803,3151,3210,3434,5285,2131,2127,1697,1576,1870,1500,2280,1672,1628,1621,2160,2003,2340,1801,2584,2164,2747,2421,3490,3158,1514,2521,1031,1713,823,1511,550,1227,231,861,53,222,0,4,0,0,0,0,20231103
2호선,동대문역사문화공원,252,8,4962,1324,4315,8972,7558,21414,13082,47667,15352,32796,17061,33124,19592,30929,21351,31454,24305,31715,27740,31221,34461,29623,41241,28818,46064,30246,47740,35491,32531,33631,25323,25481,23548,21796,21774,17703,11297,11149,2153,3264,4,113,0,0,0,0,20231103
2호선,뚝섬,10,1,3361,2455,8056,16049,18069,38853,25844,130700,17396,89889,15213,43787,17884,37347,22435,39306,26955,40447,31929,38652,41849,39201,54302,38449,83656,41659,134147,50400,68570,28143,47828,15447,43109,13320,28012,11749,11380,7361,1454,2327,0,58,0,0,0,0,20231103
2호선,문래,20,0,4277,2279,13840,10542,42758,34472,49203,120494,28401,59365,21438,25958,21748,23335,25703,25016,25824,27184,25460,25085,28680,27020,34927,32197,57694,41050,101725,58355,39016,41329,27213,23438,28794,20620,21713,17814,10719,10617,1367,3186,5,114,0,0,0,0,20231103
2호선,방배,3,0,2667,2756,9276,11825,22785,26885,31284,71532,26364,53832,20491,32208,21979,27577,24244,28833,27329,27515,29825,26391,33479,25332,39940,25785,48877,32943,61476,36953,28810,26147,23184,17516,22510,16287,18104,15136,7398,9067,1452,2316,3,18,0,0,0,0,20231103
2호선,봉천,76,2,15977,1844,29041,7433,81020,12579,116194,26090,73880,21129,44414,19335,35059,21982,37415,23601,37200,26190,31409,28995,30172,37588,33554,43180,31263,57658,31996,84800,19163,73384,16019,47119,13742,42703,10334,39645,4918,23998,740,7300,4,432,0,0,0,0,20231103
2호선,사당,108,6,12214,4238,27306,40249,73033,51603,98693,71119,76900,53176,50898,46139,47829,56248,53072,57288,56320,54486,61320,54829,64031,64961,67865,86425,80523,124301,97094,166104,70814,117062,67556,72439,70485,67451,64017,63503,36211,39599,5329,10383,9,578,0,0,0,0,20231103
2호선,삼성(무역센터),134,1,4276,5064,7102,42761,14423,135635,19668,323277,21485,243543,25823,114781,38255,84317,49892,75957,65471,81890,78787,73035,99008,59722,127428,57952,216471,61866,290373,57909,146942,32529,117354,18864,93930,15730,57928,11387,16260,6483,2224,4307,1,819,0,0,0,0,20231103
2호선,상왕십리,60,1,5858,852,13593,5824,39760,12667,64254,29851,36693,18525,24349,13957,21378,13098,22948,14979,21183,16469,19246,18248,20500,21675,21814,26267,25406,35629,26088,53819,18543,36500,12119,24279,10592,22676,7306,20887,3135,13192,403,3682,0,44,0,0,0,0,20231103
2호선,서울대입구(관악구청),4666,19,27767,2739,43879,14357,123368,28433,165376,69635,115704,64100,70600,56693,63054,47302,69165,51184,72492,56715,65267,56683,68874,66775,74921,79463,83306,106986,90654,165069,53489,138940,46239,87397,46196,82919,41090,78729,22397,48668,3383,18596,0,2603,0,0,0,0,20231103
2호선,서초,9,1,2248,4283,13539,21443,21324,53127,29329,108479,29849,90841,22530,44127,29971,36212,27452,26295,35507,26618,35090,25441,40942,21203,47370,22776,71237,25911,91274,25897,44549,18551,31244,11884,31032,10871,17445,10401,6239,5497,839,1311,1,23,0,0,0,0,20231103
2호선,선릉,210,6,4700,6217,11583,42946,21651,112613,34253,257997,34073,211560,38256,103755,47437,65682,57389,60911,67252,68374,76060,55508,96565,49703,121533,48685,193613,55771,276435,57757,139966,36220,87755,22803,83235,20459,68351,17715,24786,10597,3480,4182,3,250,0,0,0,0,20231103
2호선,성수,65,1,5641,3640,9579,32728,22419,68198,30236,237831,24175,148595,22740,82899,27474,70872,35255,73790,43810,78796,53338,76623,66910,74442,85791,72617,135823,73935,238760,77386,118135,44280,87608,22914,74060,18129,51571,15206,21445,12315,2805,6056,5,733,0,0,0,0,20231103
2호선,시청,59,0,865,1980,2512,18527,5365,65557,8852,202967,12965,86920,18609,34530,23966,31816,24346,30438,30104,32635,36593,28675,45517,26348,55918,25163,104000,25910,161621,25064,62971,13132,49789,8418,44540,8103,25923,7308,10510,4814,1215,1367,0,60,0,0,0,0,20231103
2호선,신답,13,0,1166,201,1740,588,5982,922,10989,1736,4601,1089,2689,1170,2274,1309,2160,1499,2228,1733,1913,1906,1809,2747,2151,3682,2163,4736,2138,9644,1029,6443,625,3454,486,3583,489,2772,144,1835,24,418,0,0,0,0,0,0,20231103
2호선,신당,30,0,6350,1261,11593,8796,28170,15947,47676,30794,29084,22641,20624,18932,19690,20712,23228,22222,23377,23777,23196,23864,24579,26753,28233,30674,31753,39570,32991,54421,23168,36154,18213,23787,16566,20874,14888,19079,7837,11573,1215,3379,1,49,0,0,0,0,20231103
2호선,신대방,265,1,25193,2157,34405,9841,88149,15396,128937,24905,83193,19311,48915,19250,38964,20017,39857,22935,37686,27070,32487,30737,32546,40841,33689,48668,34590,64720,33453,91773,20559,83144,15996,58010,12687,61759,10347,53714,5005,31365,865,8230,2,404,0,0,0,0,20231103
2호선,신도림,4127,10,36181,5055,52497,21141,133937,43626,141702,104586,91809,69093,65517,65681,63568,63730,72465,66110,74269,71548,74039,67494,80317,78645,86660,91319,101175,118631,120653,166487,72733,122239,61636,76661,61342,70434,42112,66539,20971,50883,2354,20664,11,2017,0,1,0,0,20231103
2호선,신림,291,13,37977,4178,67419,17248,179716,26374,256513,43109,160277,42793,94586,40348,78533,45000,83196,48575,77556,56636,70778,61865,68062,78129,73905,97569,76107,131833,76567,207665,51500,186898,42932,123446,39051,119020,33245,106826,20045,70216,3691,19240,13,951,0,0,0,0,20231103
2호선,신설동,52,0,1256,293,1470,1740,4475,4546,8422,12382,5415,8688,4960,7897,6013,7513,7532,7453,8047,8111,8646,6748,9408,6056,10013,5299,11756,5904,11793,7332,4388,5125,2831,3815,2551,3486,1856,3227,652,2167,101,630,1,133,0,0,0,0,20231103
2호선,신정네거리,41,1,9305,1074,17904,2937,48481,4677,44785,11508,25606,8495,18693,7527,17091,8925,17137,10464,15409,12164,12960,13658,12296,18045,13484,23856,12843,30911,11885,48170,7190,35695,5466,21020,4547,18993,3548,16583,1553,10547,237,2640,2,186,0,0,0,0,20231103
2호선,신촌,77,6,8016,3240,14787,15607,37589,37452,54400,85815,41191,98371,40997,74381,48227,65853,59540,69910,64549,76729,66946,66455,75255,63691,90312,67786,103582,87072,100237,114734,70813,78105,73643,47684,76616,44382,73562,37688,35215,24769,5674,6404,2,293,0,0,0,0,20231103
2호선,아현,28,2,5276,714,10857,4923,29970,12187,41001,21403,24713,13165,19047,12159,17252,10950,18443,12868,17303,13804,15895,14629,17644,16938,22756,19618,20909,24742,20433,34154,13080,25060,9540,17158,7734,16613,5968,14824,2386,9217,406,2317,1,71,0,0,0,0,20231103
2호선,양천구청,21,2,4926,994,11739,2525,32698,4831,29357,9405,18679,5149,13231,4705,11759,5337,11793,6781,10781,8266,7996,9264,7704,12037,9090,14848,8976,20779,8635,29580,3965,24938,2983,14663,2572,13173,2428,10963,781,8117,137,2233,1,63,0,0,0,0,20231103
2호선,역삼,66,1,3653,6285,9191,40347,15905,140118,26347,338952,24473,281603,25236,124400,33584,64160,40592,57981,47630,62060,56761,50693,74752,43908,96552,43741,207852,50913,261089,57423,141970,36093,83960,23078,75602,20184,49472,16664,19374,10252,3056,2934,0,108,0,0,0,0,20231103
2호선,영등포구청,36,4,5784,4189,12345,15202,37987,36514,47087,112438,30194,48110,23578,26424,24458,24348,26753,25155,27597,28073,28810,26012,30628,27439,37080,30902,54301,38861,94844,54432,35340,37166,26236,22760,24202,20985,17873,18384,8457,12615,1279,4207,8,194,0,0,0,0,20231103
2호선,왕십리(성동구청),841,3,6605,1193,9716,8283,24629,13145,42619,26979,28503,18731,19790,15590,20078,16263,22752,18233,23235,19749,22985,20003,26440,21712,32747,25928,33962,35222,34736,53727,23888,33305,22649,22114,24642,19629,24352,18601,14144,12650,2468,4535,6,85,0,0,0,0,20231103
2호선,용답,3,0,2393,456,3291,1033,8183,1721,13226,3935,7718,4839,5370,3599,4686,3057,5141,3399,5348,4106,4707,3933,4706,4710,5686,6334,5448,7271,4217,10945,2714,7472,2005,5164,1489,6223,1337,5619,527,3521,95,895,0,2,0,0,0,0,20231103
2호선,용두(동대문구청),41,0,1208,119,1964,972,5433,2660,8972,5103,5080,3572,3984,3439,3983,3558,4350,3365,4449,4359,4299,4344,4492,4724,5266,4416,5005,5021,5248,8285,2678,5532,1663,3345,1390,3287,827,2389,294,1593,64,458,0,3,0,0,0,0,20231103
2호선,을지로3가,25,0,1300,1836,2777,18127,6498,66444,13174,166898,18451,70688,22440,34306,23312,28198,25703,25961,28588,29250,32537,26243,35964,25967,45355,29376,87519,34351,133163,40241,57756,25253,43139,16263,43703,14536,37897,12163,22488,7579,3372,1829,1,55,0,0,0,0,20231103
2호선,을지로4가,11,0,973,1307,2253,13265,5556,33541,11420,75187,13271,39055,15717,26157,18108,25422,19762,24114,22440,23316,25055,21838,28361,19728,34828,18994,58807,18222,66219,18966,28916,12075,17781,9200,14787,8911,9952,8478,4873,5352,1013,1422,1,28,0,0,0,0,20231103
2호선,을지로입구,47,4,2594,2807,4851,27442,11278,122596,19494,321696,27530,157638,33487,85766,41854,72260,47348,66030,58323,65482,66812,58970,81224,58377,96045,61880,167092,68738,269521,68887,130148,42764,124740,29534,79668,25851,64644,20768,26965,12216,3297,4630,3,656,0,0,0,0,20231103
2호선,이대,43,0,3833,889,9202,6553,28114,15274,37095,42151,24216,49868,20142,40158,22403,29627,29608,31527,29540,34588,28528,27012,36423,28638,38172,29051,48474,36378,41344,47449,25999,33483,22287,23802,23063,23522,18133,23429,7046,16415,861,4118,1,113,0,0,0,0,20231103
2호선,잠실(송파구청),140,8,13365,5001,48170,39948,116139,83888,158707,179032,119243,174688,84977,124427,85763,126666,96121,122961,107164,126675,116076,126483,137567,137303,162284,154636,198250,188352,241674,233728,175552,153589,178360,101391,159972,93625,101625,83993,31611,44648,3928,8907,5,190,0,0,0,0,20231103
2호선,잠실나루,27,0,3448,2977,12540,15001,38801,22585,47273,40105,32142,26475,26435,19902,25748,17865,24750,21315,23238,22902,23462,20843,26164,21976,35075,23820,37557,30007,31119,40289,15655,30155,11685,19334,8768,17767,6224,17352,2709,9344,362,2695,0,80,0,0,0,0,20231103
2호선,잠실새내,44,2,5710,988,17830,8984,57858,16576,79723,28690,53059,31846,36498,24345,34481,27465,36078,32336,35193,35492,30930,37524,34464,42366,37146,51305,40256,65679,43231,86502,32392,60395,28541,37147,27047,33485,26541,30518,15362,16599,2215,4537,0,122,0,1,0,0,20231103
2호선,종합운동장,7,0,1498,911,6364,12387,16590,23287,23023,31780,17102,15004,12442,13217,11352,13386,13881,28526,14399,48496,12593,20232,15435,20965,32069,32533,49036,42079,28474,48837,20874,21484,26025,12061,43650,11292,17442,10159,3031,5852,293,1700,1,70,0,0,0,0,20231103
2호선,충정로(경기대입구),44,1,3166,1016,6148,6888,16281,22420,22059,59124,15216,27428,11706,13384,12242,11558,13729,12034,13989,13601,13775,12488,14490,13005,18512,14240,30206,17080,46580,22201,15755,15200,10574,10580,9698,10530,6762,9676,2967,6298,557,1755,2,77,0,0,0,0,20231103
2호선,한양대,7,0,1217,480,2535,6542,5473,12742,8626,64538,6796,55429,8628,48360,13045,18890,17940,33401,21289,27692,24469,21239,29839,13641,39593,11943,48766,15062,39839,19106,19883,10234,17534,6713,20129,6323,13156,5863,8080,4334,1495,1237,0,18,0,0,0,0,20231103
2호선,합정,106,13,10808,3116,18728,13743,42274,31339,51636,91652,37682,85433,29159,53967,31710,51610,37530,55912,41102,62478,45016,57567,49602,59121,58954,67363,78568,88006,113897,113663,80317,81097,66945,45367,73338,37785,66989,32545,35428,23855,5430,7657,12,374,0,0,0,0,20231103
2호선,홍대입구,1246,18,29857,3690,33953,17913,62684,40966,80925,107096,64763,137070,60779,109534,64550,128322,74729,151033,89011,165776,100757,159121,123987,159900,151467,171813,177720,196245,205885,238049,167695,176064,163128,111330,184985,92342,182075,74517,93081,51708,11233,17584,6,1553,0,0,0,0,20231103
3호선,가락시장,66,5,3050,621,7153,5865,21636,12111,22559,25185,16819,14325,15274,10987,14179,11682,14437,12683,14693,13299,14838,13590,15738,15831,16614,17055,20981,21033,26294,25791,12230,18609,9398,12385,7820,10655,5762,9726,2159,5484,284,1718,1,17,0,0,0,0,20231103
3호선,경복궁(정부서울청사),71,1,2300,1448,6109,14319,14053,41373,20528,131997,21236,106432,21119,87503,28633,76881,39259,68792,49404,68807,62815,58648,78917,49167,91370,43551,106628,42829,124340,44727,57385,27676,52285,14175,47849,11057,27699,10018,10511,5614,985,1392,0,41,0,0,0,0,20231103
3호선,경찰병원,20,2,2756,315,7756,3509,22259,8799,26032,26421,16072,14567,11884,8168,10917,6508,10130,8018,9831,9417,9758,8660,10765,9088,10083,10745,14868,15296,19179,21742,6933,17784,6002,10675,4630,9294,3096,8633,1015,5210,123,1327,0,0,0,0,0,0,20231103
3호선,고속터미널,160,2,5713,4133,7542,35263,27473,49812,47582,76983,55325,94216,59458,95480,71589,103789,84341,100821,93520,100041,106677,106315,121759,110622,132135,108711,145085,114569,143285,114887,124615,71202,141481,45718,91028,36851,56231,25251,21089,12107,1603,1839,0,1,0,0,0,0,20231103
3호선,교대(법원.검찰청),85,0,1558,578,4632,6734,10298,21524,14693,47742,13697,37337,15294,18240,18543,12452,20958,11725,25231,12775,29730,11067,30785,10817,33259,11909,51179,16677,67777,20090,32426,11149,29199,6566,28680,5524,24000,4862,8330,2888,1273,720,0,1,0,0,0,0,20231103
3호선,구파발,127,4,12272,1451,32959,10661,83033,22909,80994,33353,48594,33785,34356,32374,33351,27957,34181,28671,32020,30349,33635,31629,37445,32300,42670,38505,42566,48786,33022,73321,21167,63260,17252,36619,14208,32833,11151,28925,3183,20360,519,7651,1,448,1,0,0,0,20231103
3호선,금호,55,10,4668,475,10386,2717,26346,4696,37429,8818,23974,6955,16024,6518,13835,7154,13216,8165,12552,10385,11129,11197,10739,14158,11290,16933,12097,21932,12024,30308,7998,21642,5853,14738,4579,13459,3351,12261,1523,6420,231,1667,0,0,0,0,0,0,20231103
3호선,남부터미널(예술의전당),29,1,3320,1421,9385,27069,29076,62691,44511,145769,39514,81914,36122,48037,39620,37930,41359,39118,45082,46184,44845,43503,49161,44775,63214,49542,100390,56627,125106,62797,59411,41501,46511,26174,43163,19401,29378,15416,9885,9113,761,2274,1,1,0,0,0,0,20231103
3호선,녹번,65,0,9812,656,25051,3473,71696,7963,77441,17079,45930,11811,30172,10195,25072,10984,24683,13023,21886,14918,19378,16698,18163,21793,18857,29227,19125,37344,20465,62514,10351,51695,7477,31717,6117,28882,4391,24810,1557,14894,228,4025,0,1,0,0,0,0,20231103
3호선,대청,89,1,3927,1087,11353,7311,30149,18604,36628,26545,21655,13340,17012,9615,15280,9023,14895,10652,15480,11950,14694,12541,17743,15162,21887,17330,24823,22679,24726,31697,12193,23681,9303,16181,8030,15178,5254,15652,1757,8557,207,2639,0,9,0,0,0,0,20231103
3호선,대치,24,1,3129,725,12781,7865,27196,18836,28319,29594,18249,19277,15737,14958,14593,13728,17202,17081,17997,22300,16709,18948,19012,21209,20759,28060,31405,34499,28143,33832,18007,23576,14705,14106,19838,13068,35495,11269,3422,6872,376,1819,0,1,0,0,0,0,20231103
3호선,도곡,45,12,886,348,2739,5821,9051,12855,11224,18695,7803,14799,6404,7570,6364,7514,6760,6965,7146,7318,7489,7021,9167,7424,12901,7622,14985,8854,16277,10176,8444,7802,5946,4829,5413,4455,3939,4010,1019,2251,150,1550,2,226,0,0,0,0,20231103
3호선,독립문,240,4,5179,878,6042,6089,15031,14724,18906,21264,15825,20036,13890,21039,13908,14853,15861,14633,15915,14721,16567,14274,19692,14035,19236,15062,18473,15836,17199,16931,8192,14033,6197,9217,4952,7910,3475,6947,1177,4429,128,2144,1,530,0,0,0,0,20231103
3호선,동대입구,38,2,1848,1139,3005,10072,5741,16395,8066,56836,7962,43141,8548,40166,11306,30854,14044,23452,18597,27150,22114,19095,25111,17536,32025,18472,40035,22123,43038,24697,22141,11232,30808,6818,22290,6259,16031,4606,4718,2890,512,931,0,53,0,0,0,0,20231103
3호선,매봉,13,1,1838,730,6699,8696,17260,23760,21406,73664,15556,31836,14098,16595,13999,14260,14134,13466,15426,13454,16982,12869,19368,13661,22838,15250,37489,19574,60765,23293,20027,15874,15167,10004,15920,8741,9644,8363,3036,4395,363,1319,0,51,0,0,0,0,20231103
3호선,무악재,22,0,2193,134,5646,1511,16814,3099,19661,5983,12567,4028,9150,4017,7331,4228,7237,4774,6596,5313,6114,6060,5518,7633,5966,9419,6735,11625,7010,16984,3465,14435,2495,9115,1995,8217,1393,7168,602,4964,96,1123,0,0,0,0,0,0,20231103
3호선,불광,70,2,9944,1499,19923,6071,50625,11491,62368,33058,38401,31840,28783,27060,26227,25729,27858,27860,27913,30297,28086,29648,30068,32083,32593,36883,30878,42396,30938,61610,17248,48186,13453,29725,11325,26292,8072,22930,3496,13161,453,4602,0,0,0,0,0,0,20231103
3호선,수서,160,2,4808,2481,12475,17459,37652,35538,45626,54473,32229,37153,38591,26339,27188,22546,36570,27666,32260,24372,24594,25097,36290,30450,40219,33624,48073,40802,51911,53374,24419,39114,24719,28322,16066,26427,15696,23001,7518,8937,605,3041,0,213,0,0,0,0,20231103
3호선,신사,65,4,3760,1564,6905,19620,11817,41499,17562,95819,16646,125202,20158,67172,24974,49355,30056,45107,34711,50995,42145,47613,50498,43562,62442,46846,88456,54573,120927,63606,85687,35098,59641,19301,60282,15188,48950,12235,21914,8622,2987,3028,0,7,0,0,0,0,20231103
3호선,안국,10,0,1929,1910,2745,22357,6521,88305,11020,122874,14586,92087,17910,76870,25145,80058,35815,69507,43551,65463,57838,60361,78389,50112,102427,41999,135043,36897,133884,30677,62449,14404,49433,7787,41098,6860,21898,5774,6799,3259,684,1002,0,0,0,0,0,0,20231103
3호선,압구정,87,3,3010,2255,7851,24800,16453,50397,24671,138103,21776,146717,27244,81631,32809,64264,39695,52699,44276,57342,53208,51934,61860,50296,73510,50856,96591,58798,132869,59953,90629,33785,71735,17616,53277,14259,38851,12118,11480,6262,1543,2371,1,184,0,0,0,0,20231103
3호선,약수,131,5,6773,1066,10929,6419,26278,15064,36590,32045,28181,21517,20482,16057,19489,15813,21195,15798,21646,17216,20489,18827,20973,20992,23446,25186,27018,30693,31394,41242,19139,28288,15357,18927,15243,16797,11418,15150,5122,8670,708,3394,2,433,0,0,0,0,20231103
3호선,양재(서초구청),48,1,5219,2726,14018,41382,34012,101643,44416,217468,33793,116693,30574,58130,33611,47260,39157,43123,42957,48175,48161,43018,56506,42649,72194,48046,123457,64849,179497,76033,83244,51504,63842,33329,57328,29698,37972,26274,12234,14065,1240,3854,0,41,0,0,0,0,20231103
3호선,연신내,202,7,27209,1939,48119,13438,117505,23261,137297,35399,85092,37697,60145,36053,56486,37868,63620,40143,57013,43421,53108,47336,54960,57308,62845,68269,55085,87150,48850,125770,34038,108427,26915,64852,23294,59708,18746,52640,8980,33153,1235,10541,2,11,0,0,0,0,20231103
3호선,오금,37,0,4437,8,8935,2661,28503,5903,30609,12330,16666,6543,10258,5401,9168,4842,9160,6007,8502,6485,7499,6826,7326,9069,9025,10743,10597,14746,11381,21891,4758,15436,3680,10593,2997,9437,2526,10876,753,5686,98,2316,0,1,0,0,0,0,20231103
3호선,옥수,236,10,3217,936,9401,4756,22771,7719,31013,13286,22916,10695,16368,8947,15009,10807,14673,11335,14606,13168,14837,14643,14295,17383,16340,19796,17720,25750,17653,33108,11612,24805,9430,17220,8134,15124,5623,13985,2491,7158,391,1697,0,0,0,0,0,0,20231103
3호선,을지로3가,15,0,676,1131,1503,8543,4125,32529,7191,75699,10424,31565,11446,16890,11093,14725,11631,13747,13277,14703,16000,13832,17606,14078,21175,15376,41353,19057,65406,22028,27423,13321,19841,7959,19150,6143,15505,4234,8962,2680,1119,671,0,8,0,0,0,0,20231103
3호선,일원,9,1,2340,1611,8777,10788,24456,32215,25040,25751,18536,20931,19577,18568,18863,13573,19404,16196,17076,17423,18651,16842,24036,15683,31960,14852,36035,16942,19145,22929,11304,17854,7083,11875,4863,11148,3875,11286,1490,4881,88,1536,0,29,0,0,0,0,20231103
3호선,잠원,1,1,1205,865,4793,7519,13212,7443,17766,9761,12136,6823,9208,4868,8951,5284,8831,5554,8340,6876,7252,7702,8750,8364,11163,9103,12012,12084,9450,14536,5233,10530,4054,6853,3861,6593,2668,7517,878,3562,117,1035,0,0,0,0,0,0,20231103
3호선,종로3가,24,0,946,927,1412,6192,2099,15559,3536,43936,5595,42943,8267,35117,10497,30207,12201,27712,14360,26555,17610,24808,21356,22948,25788,22069,36917,21909,53837,21657,30618,12874,20070,7867,21287,6251,17973,4770,8479,2866,834,1005,0,10,0,0,0,0,20231103
